strikePrice,expiryDate,impliedVolatility_current,impliedVolatility_baseline,ATM_IV_change,skew_current,skew_baseline,skew_change
26200,28-Nov-2024,11.38,11.38,0.16313213703099164,-0.8999999999999986,-0.879999999999999,2.2727272727272267
26250,28-Nov-2024,11.5,11.5,0.16313213703099164,-0.7799999999999994,-0.7599999999999998,2.6315789473683657
26300,28-Nov-2024,11.37,11.37,0.16313213703099164,-0.91,-0.8900000000000006,2.247191011235893
26350,28-Nov-2024,11.45,11.57,0.16313213703099164,-0.8300000000000001,-0.6899999999999995,20.289855072463865
26400,28-Nov-2024,11.53,11.53,0.16313213703099164,-0.75,-0.7300000000000004,2.7397260273972
26450,28-Nov-2024,12.33,12.38,0.16313213703099164,0.0500000000000007,0.120000000000001,-58.3333333333331
26500,28-Nov-2024,11.62,11.67,0.16313213703099164,-0.6600000000000001,-0.5899999999999999,11.864406779661069
26550,28-Nov-2024,11.69,11.74,0.16313213703099164,-0.5899999999999999,-0.5199999999999996,13.461538461538527
26600,28-Nov-2024,11.74,11.78,0.16313213703099164,-0.5399999999999991,-0.4800000000000004,12.499999999999723
26650,28-Nov-2024,12.11,12.16,0.16313213703099164,-0.1699999999999999,-0.09999999999999964,70.00000000000051
26700,28-Nov-2024,12.02,12.04,0.16313213703099164,-0.2599999999999998,-0.22000000000000064,18.181818181817743
26750,28-Nov-2024,12.03,12.08,0.16313213703099164,-0.25,-0.17999999999999972,38.888888888889106
26800,28-Nov-2024,12.1,12.16,0.16313213703099164,-0.1799999999999997,-0.09999999999999964,80.00000000000033
26850,28-Nov-2024,12.31,12.36,0.16313213703099164,0.0300000000000011,0.09999999999999964,-69.9999999999988
26900,28-Nov-2024,12.32,12.36,0.16313213703099164,0.0400000000000009,0.09999999999999964,-59.99999999999895
26950,28-Nov-2024,12.6,12.6,0.16313213703099164,0.3200000000000003,0.33999999999999986,-5.8823529411763475
27000,28-Nov-2024,12.83,12.83,0.16313213703099164,0.5500000000000007,0.5700000000000003,-3.508771929824485
27150,28-Nov-2024,13.0,13.04,0.16313213703099164,0.7200000000000006,0.7799999999999994,-7.692307692307534
27200,28-Nov-2024,13.64,13.64,0.16313213703099164,1.3600000000000012,1.3800000000000008,-1.4492753623188088
27250,28-Nov-2024,13.78,13.78,0.16313213703099164,1.5,1.5199999999999996,-1.3157894736841829
27300,28-Nov-2024,13.8,13.8,0.16313213703099164,1.5200000000000014,1.540000000000001,-1.2987012987012703
27350,28-Nov-2024,13.81,13.85,0.16313213703099164,1.5300000000000011,1.5899999999999999,-3.7735849056602975
27400,28-Nov-2024,14.07,14.12,0.16313213703099164,1.790000000000001,1.8599999999999994,-3.7634408602149745
27450,28-Nov-2024,14.34,14.39,0.16313213703099164,2.0600000000000005,2.130000000000001,-3.286384976525834
27500,28-Nov-2024,14.5,14.5,0.16313213703099164,2.2200000000000006,2.24,-0.8928571428571237
27550,28-Nov-2024,14.43,14.47,0.16313213703099164,2.1500000000000004,2.210000000000001,-2.714932126696854
27600,28-Nov-2024,14.96,15.0,0.16313213703099164,2.680000000000001,2.74,-2.1897810218977796
27700,28-Nov-2024,15.44,15.48,0.16313213703099164,3.16,3.2200000000000006,-1.8633540372670958
27750,28-Nov-2024,15.38,15.42,0.16313213703099164,3.1000000000000014,3.16,-1.8987341772151494
27800,28-Nov-2024,15.11,15.15,0.16313213703099164,2.83,2.8900000000000006,-2.076124567474065
27950,28-Nov-2024,16.03,16.08,0.16313213703099164,3.7500000000000018,3.8199999999999985,-1.8324607329842084
24200,31-Oct-2024,9.7,11.39,0.0,-1.4600000000000009,0.23000000000000043,-734.7826086956513
24350,31-Oct-2024,11.82,12.57,0.0,0.6600000000000001,1.4100000000000001,-53.191489361702125
24400,31-Oct-2024,10.56,11.47,0.0,-0.5999999999999996,0.3100000000000005,-293.54838709677375
24450,31-Oct-2024,10.04,10.75,0.0,-1.120000000000001,-0.41000000000000014,173.17073170731723
24500,31-Oct-2024,11.01,11.09,0.0,-0.1500000000000003,-0.07000000000000028,114.28571428571385
24550,31-Oct-2024,11.19,11.63,0.0,0.0299999999999993,0.47000000000000064,-93.6170212765959
24600,31-Oct-2024,11.21,11.42,0.0,0.0500000000000007,0.2599999999999998,-80.76923076923048
24650,31-Oct-2024,11.35,11.26,0.0,0.1899999999999995,0.09999999999999964,90.00000000000018
24700,31-Oct-2024,11.14,11.31,0.0,-0.0199999999999995,0.15000000000000036,-113.33333333333297
24850,31-Oct-2024,11.21,11.23,0.0,0.0500000000000007,0.07000000000000028,-28.571428571427866
24950,31-Oct-2024,11.15,11.13,0.0,-0.0099999999999997,-0.02999999999999936,-66.66666666666696
25000,31-Oct-2024,11.14,11.15,0.0,-0.0199999999999995,-0.009999999999999787,99.99999999999926
25150,31-Oct-2024,11.12,11.21,0.0,-0.0400000000000009,0.05000000000000071,-180.00000000000063
25200,31-Oct-2024,11.08,11.13,0.0,-0.08,-0.02999999999999936,166.66666666667234
25250,31-Oct-2024,11.15,11.25,0.0,-0.0099999999999997,0.08999999999999986,-111.11111111111079
25300,31-Oct-2024,11.14,11.25,0.0,-0.0199999999999995,0.08999999999999986,-122.2222222222217
25350,31-Oct-2024,11.19,11.24,0.0,0.0299999999999993,0.08000000000000007,-62.5000000000009
25500,31-Oct-2024,11.53,11.6,0.0,0.3699999999999992,0.4399999999999995,-15.909090909090992
25600,31-Oct-2024,11.76,11.84,0.0,0.5999999999999996,0.6799999999999997,-11.764705882352956
25700,31-Oct-2024,12.2,12.24,0.0,1.0399999999999991,1.08,-3.703703703703789
25750,31-Oct-2024,12.37,12.44,0.0,1.209999999999999,1.2799999999999994,-5.468750000000025
25900,31-Oct-2024,13.17,13.27,0.0,2.01,2.1099999999999994,-4.739336492890979
25950,31-Oct-2024,13.46,13.58,0.0,2.3000000000000007,2.42,-4.958677685950381
26000,31-Oct-2024,13.77,13.82,0.0,2.6099999999999994,2.66,-1.8796992481203274
26050,31-Oct-2024,14.14,14.22,0.0,2.9800000000000004,3.0600000000000005,-2.614379084967322
26250,31-Oct-2024,15.31,15.37,0.0,4.15,4.209999999999999,-1.4251781472683784
26350,31-Oct-2024,16.07,16.09,0.0,4.91,4.93,-0.40567951318457557
26400,31-Oct-2024,16.18,16.32,0.0,5.02,5.16,-2.7131782945736544
26500,31-Oct-2024,17.0,17.08,0.0,5.84,5.919999999999998,-1.351351351351323
26550,31-Oct-2024,17.51,17.59,0.0,6.350000000000001,6.43,-1.2441679626749347
26700,31-Oct-2024,18.43,18.51,0.0,7.27,7.350000000000001,-1.0884353741496848
26750,31-Oct-2024,18.94,19.06,0.0,7.780000000000001,7.899999999999999,-1.5189873417721198
26800,31-Oct-2024,19.28,19.4,0.0,8.120000000000001,8.239999999999998,-1.4563106796116196
26850,31-Oct-2024,19.43,19.55,0.0,8.27,8.39,-1.4302741358760547
26950,31-Oct-2024,20.26,20.33,0.0,9.1,9.169999999999998,-0.763358778625938
27000,31-Oct-2024,20.77,20.89,0.0,9.61,9.73,-1.2332990750257038
27050,31-Oct-2024,20.83,20.9,0.0,9.669999999999998,9.739999999999998,-0.7186858316221796
27100,31-Oct-2024,21.18,21.25,0.0,10.02,10.09,-0.6937561942517372
27150,31-Oct-2024,21.16,21.17,0.0,10.0,10.010000000000002,-0.0999000999001155
27200,31-Oct-2024,21.8,21.81,0.0,10.64,10.649999999999999,-0.0938967136150048
27400,31-Oct-2024,23.12,23.19,0.0,11.96,12.030000000000001,-0.581878636741482
27500,31-Oct-2024,23.89,23.96,0.0,12.73,12.8,-0.5468750000000022
27550,31-Oct-2024,24.06,24.2,0.0,12.9,13.04,-1.0736196319018314
27750,31-Oct-2024,25.87,25.94,0.0,14.71,14.780000000000001,-0.4736129905277421
27800,31-Oct-2024,26.39,26.46,0.0,15.23,15.3,-0.45751633986928286
27850,31-Oct-2024,26.62,26.69,0.0,15.46,15.530000000000001,-0.4507405022537043
